id,name,address,postcode,review count,rating
248,Coffee London,"572 Mile End Rd, Bow, London E3 4PH, United Kingdom",E3 4PH,139,4.6
249,Blue Brick Cafe,"14 Fellbrigg Rd, London SE22 9HH, United Kingdom",SE22 9HH,343,4.4
250,The Italian Gardens Café,"Kensington Gardens, Lancaster Gate, London W2 2SD, United Kingdom",W2 2SD,872,4.2
251,Petitou Cafe,"63 Choumert Rd, London SE15 4AR, United Kingdom",SE15 4AR,312,4.3
252,Rym Cafe,"147 Park Rd, London NW8 7HT, United Kingdom",NW8 7HT,200,5
253,La meena cafe,"9 Craven Terrace, London W2 3QD, United Kingdom",W2 3QD,540,4.7
254,Love Walk Cafe Camberwell,"81 Denmark Hill, London SE5 8RS, United Kingdom",SE5 8RS,1157,4.5
255,Devons Cafe,"113 Devons Rd, London E3 3QX, United Kingdom",E3 3QX,281,4.9
256,WA Cafe (Covent Garden),"5 New Row, London WC2N 4LH, United Kingdom",WC2N 4LH,1106,4.7
257,TDO CAFE,"1 Cassilis Rd, London E14 9LQ, United Kingdom",E14 9LQ,475,4.4
258,Ozzie's Diner,"80 Cotmandene Cres, Orpington BR5 2RG, United Kingdom",BR5 2RG,141,4.5
259,Hermanos Colombian Coffee Roasters – Victoria Station,"Retail Unit 21, Terminus Pl, London SW1V 1JR, United Kingdom",SW1V 1JR,274,4.5
260,BLACK EYE COFFEE,"85 Trafalgar Rd, London SE10 9TS, United Kingdom",SE10 9TS,600,4.4
261,Hagen Espresso Bar (Hagen Mayfair),"27-29 Swallow St, London W1B 4DH, United Kingdom",W1B 4DH,563,4.5
262,Cappadocia Cafe & Bistro,"293 Grays Inn Rd, London WC1X 8QF, United Kingdom",WC1X 8QF,1554,4.7
263,The V&A Cafe,"Cromwell Rd, London SW7 2RL, United Kingdom",SW7 2RL,1243,4.5
264,The Plough Cafe,"351 Lordship Ln, London SE22 8JJ, United Kingdom",SE22 8JJ,110,3.9
265,Star Cafe,"4 Arnside St, London SE17 2AP, United Kingdom",SE17 2AP,391,4.3
266,Roca Cafe,"188 Grange Rd, London SE1 3AA, United Kingdom",SE1 3AA,619,4.3
267,The Manor Cafe,"178 Manor Ln, London SE12 8LP, United Kingdom",SE12 8LP,458,4.7
268,Crossroads Cafe,"190 Bellenden Rd, London SE15 4BW, United Kingdom",SE15 4BW,323,4.9
269,Cafe No 92,"92 Manchester Rd, London E14 3BE, United Kingdom",E14 3BE,666,4.6
270,St James's Café,"Horse Guards Rd, London SW1A 2BJ, United Kingdom",SW1A 2BJ,3577,3.6
271,Kensington Palace Cafe,"Kensington Palace Gardens, London W8 4PU, United Kingdom",W8 4PU,464,4.4
272,The Village Cafe,"251 Algernon Rd, London SE13 7AG, United Kingdom",SE13 7AG,96,4.4
273,Butter Bakery Bar & Cafe,"219 Westbourne Park Rd, London W11 1EA, United Kingdom",W11 1EA,658,4.1
274,"The Black Cab Coffee Co - Iconic Mobile Coffee Vans, Nine Elms Battersea Coffee Shop, Coffee Roaster, Evening Beers & Burgers","1 RiverLight Quay, Nine Elms, London SW11 8AU, United Kingdom",SW11 8AU,941,4.2
275,Amor's Artisan Cafe,"512 Fulham Rd., London SW6 5NJ, United Kingdom",SW6 5NJ,684,4.8
276,Twins Cafe,"Saltwood Cl, Orpington BR6 9DA, United Kingdom",,254,4.7
277,Apple Butter Cafe,"32-34 Monmouth St, London WC2H 9HA, United Kingdom",WC2H 9HA,1905,4.7
278,Love Walk Cafe,"12 Jerdan Pl, London SW6 1BH, United Kingdom",SW6 1BH,740,4.7
279,Claridge's ArtSpace Café,"Brook's Mews, London W1K 4HR, United Kingdom",W1K 4HR,271,4.9
280,Cafe Tana,"96 Brixton Hill, London SW2 1QN, United Kingdom",SW2 1QN,290,4.5
281,Fratelli's Docklands,"Unit 1A, Royal Victoria Dock, Western Gateway, London E16 1BS, United Kingdom",E16 1BS,432,3.4
282,Waterloo Cafe,"1 Wootton St, London SE1 8TG, United Kingdom",,265,4.8
283,Cafe 1001,"91 Brick Ln, London E1 6QL, United Kingdom",E1 6QL,1171,4.1
284,Coffee Academy Independent Artisan Cafe & Doughnuts,"Brand Academy, Coffee Academy, Unit G11 Bargehouse Street Oxo Tower Wharf, London SE1 9PH, United Kingdom",SE1 9PH,45,4.5
285,H.R.Higgins,"79 Duke St, London W1K 5AS, United Kingdom",W1K 5AS,702,4.1
286,Astro Cafe & Brunch,"383 Bethnal Grn Rd, London E2 0AN, United Kingdom",E2 0AN,859,4.6
287,Becks Cafe,"28 Red Lion St, London WC1R 4PS, United Kingdom",WC1R 4PS,840,4.5
288,Queens Coffee Bar,"2b King's Grove, London SE15 2NB, United Kingdom",SE15 2NB,63,3.5
289,Naka Cafe London,"53 High St, London SE20 7HW, United Kingdom",SE20 7HW,56,5
290,Carnival Coffee Roasters,"9, Central Parade, London SE20 7TN, United Kingdom",SE20 7TN,153,4.8
291,Savoy Cafe & Kitchen,"11 Great Eastern St, London EC2A 3EJ, United Kingdom",EC2A 3EJ,888,4.2
292,Double Six Cafe,"66 Eversholt St, London NW1 1DA, United Kingdom",NW1 1DA,493,4.9
293,Little Portland cafe,"15 Little Portland St, London W1W 8BW, United Kingdom",W1W 8BW,514,4.2
294,Cafe Phillies,"2A Phillimore Gardens, London W8 7QB, United Kingdom",W8 7QB,898,4.3
295,WA Cafe (Marylebone),"6 Thayer St, London W1U 3JQ, United Kingdom",W1U 3JQ,187,4.5
296,Cafe Jumo,"32b Kensington Church St, London W8 4HA, United Kingdom",W8 4HA,363,4.9
297,Muzzy's Cafe,"67 Pitfield St, London N1 6BU, United Kingdom",N1 6BU,199,5
298,The Waterside Café,"The Regent's Park, Hanover Gate, London NW1 4NU, United Kingdom",NW1 4NU,807,3.8
299,Jak's Cafe,"77 Walton St, London SW3 2HT, United Kingdom",SW3 2HT,212,4.4
300,Green Cafe,"16 Eccleston St, London SW1W 9LT, United Kingdom",SW1W 9LT,456,4.5
301,Regency Cafe,"17-19 Regency St, London SW1P 4BY, United Kingdom",SW1P 4BY,4401,4.9
302,The Hill Station Cafe,"The Hill Station, Kitto Rd, London SE14 5TW, United Kingdom",SE14 5TW,418,4.7
303,Café Panache,"12 Norfolk Pl, Tyburnia, London W2 1QL, United Kingdom",W2 1QL,363,4.8
304,Cafe de Fred,"10A Earls Ct Rd, London W8 6EA, United Kingdom",W8 6EA,429,4.3
305,Two Magpies Cafe,"583 Commercial Rd, Ratcliff, London E1 0HJ, United Kingdom",E1 0HJ,1003,4.6
306,Mimos Cafe Bar,"19 London St, Tyburnia, London W2 1HL, United Kingdom",W2 1HL,2238,4.6
307,Jams on the Hill,"82 High St, Beckenham BR3 1ED, United Kingdom",BR3 1ED,283,4.4
308,George’s Cafe Brockley,"199 Brockley Rd, London SE4 2RS, United Kingdom",SE4 2RS,246,4.6
309,Pinner Cafe,"44 Chalton St, London NW1 1JB, United Kingdom",NW1 1JB,433,4.4
310,Covent Garden Cafe,"18 Tavistock St, London WC2E 7NY, United Kingdom",WC2E 7NY,68,4.3
311,Les Filles Cafe Lancaster Gate,"27 Craven Terrace, London W2 3EL, United Kingdom",W2 3EL,1427,4.7
312,Change Please Cafe @ Halifax,"118 New Oxford St, London WC1A 1HD, United Kingdom",WC1A 1HD,58,4.6
313,Avocado & Coffee Organic Cafe in London,"228-232 Trafalgar Rd, London SE10 9ER, United Kingdom",SE10 9ER,1079,4.7
314,FiLLi Cafe Marylebone,"3 Harewood Ave, London NW1 6SE, United Kingdom",NW1 6SE,1318,4.5
315,The Green Cafe,"285 Greenwich High Rd, London SE10 8NB, United Kingdom",SE10 8NB,940,4.6
316,Monsoon Cafe - Greenwich,"11 Turnpin Ln, London SE10 9JA, United Kingdom",SE10 9JA,430,4.6
317,Parco Cafe,"190 Fentiman Rd, London SW8 1QY, United Kingdom",SW8 1QY,303,4.5
318,Double J's Cafe,"333 Euston Rd., London NW1 3AD, United Kingdom",NW1 3AD,1615,4.5
319,The English Rose Café & Tea Shop,"4 Lower Grosvenor Pl, London SW1W 0EJ, United Kingdom",SW1W 0EJ,1941,4.4
320,"Walton Cafe (Breakfast, Lunch & Dinner)","48 Walton St, London SW3 1RB, United Kingdom",SW3 1RB,405,4.5
321,Bell’s Cafe,"97-102 Grange Rd, London SE1 3BW, United Kingdom",SE1 3BW,148,4.5
322,Drury Covent Garden | Cafe & Brunch,"188-189 Drury Ln, London WC2B 5QD, United Kingdom",WC2B 5QD,3313,4.8
323,Daniel's Cafe & Patisserie,"57 Shirland Rd, London W9 2JD, United Kingdom",W9 2JD,718,4.9
324,Matt’s Cafe,"773 Fulham Rd., London SW6 5HA, United Kingdom",SW6 5HA,364,4.9
325,SO Café London,"Forecourt, Maida Vale Station, Randolph Ave., London W9 1JS, United Kingdom",W9 1JS,571,4.8
326,Montparnasse Cafe,"22 Thackeray St, London W8 5ET, United Kingdom",W8 5ET,596,4.5
327,"Bermondsey Garden Cafe (Breakfast, Brunch, Lunch and Dinner)","113 Tower Bridge Rd, London SE1 4TW, United Kingdom",SE1 4TW,204,4
328,"KOZZEE Cafe Soho | Brunch, Coffee & Desserts","193 Wardour St, London W1F 8ZF, United Kingdom",W1F 8ZF,4858,4.6
329,Canvas & Cream,"18 London Rd, London SE23 3HF, United Kingdom",SE23 3HF,759,4.7
330,Kybelle Cafe,"62 Great Eastern St, London EC2A 3QR, United Kingdom",EC2A 3QR,1205,4.2
331,Art Cafe London,"17 London Rd, Elephant and Castle, London SE1 6JX, United Kingdom",SE1 6JX,547,4.3
332,Small square cafe,"6 Ravey St, London EC2A 4QW, United Kingdom",EC2A 4QW,403,4.8
333,Bad Moon Cafe,"159a Great Dover St, London SE1 4GZ, United Kingdom",SE1 4GZ,792,4.4
334,Cafe de Provence,"14 Drury Ln, London WC2B 5RB, United Kingdom",WC2B 5RB,530,4.8
335,Astral Cafe,"8 Regency St, London SW1P 2EB, United Kingdom",SW1P 2EB,637,4.7
336,Toi & Moi Cafe,"38 Berwick St, London W1F 8RT, United Kingdom",W1F 8RT,3434,4.6
337,Fair Shot Cafe,"3 Slingsby Pl, London WC2E 9AB, United Kingdom",WC2E 9AB,865,4.7
338,Cafe de Nata,"25 Old Compton St, London W1D 5JN, United Kingdom",W1D 5JN,1460,4.7
339,Kennington Lane Cafe,"383 Kennington Ln, London SE11 5QY, United Kingdom",SE11 5QY,7482,4.8
340,Cafe Parisienne,"225 Lavender Hill, London SW11 1JR, United Kingdom",SW11 1JR,1097,4.3
341,Caffecinos,"34B Steynton Ave, Bexley DA5 3HG, United Kingdom",DA5 3HG,159,4.7
342,Café Maz,"2 Station Square, Petts Wood, Orpington BR5 1NA, United Kingdom",BR5 1NA,238,4.2
343,Katie's Kitchen,"10 Addington Rd, West Wickham BR4 9BS, United Kingdom",BR4 9BS,207,4.7
344,Flat White,"17 Berwick St, London W1F 0PT, United Kingdom",W1F 0PT,1063,4.5
345,Twins Cafe Bromley,"48 Chatterton Rd, Bromley BR2 9QE, United Kingdom",BR2 9QE,152,4.6
346,Black Rabbit Café,"308 Old Brompton Rd, London SW5 9JF, United Kingdom",SW5 9JF,423,4.2
347,Sheila's Cafe,"24a Craven Terrace, London W2 3QH, United Kingdom",W2 3QH,1745,4.7
348,Segafredo,"37 Duke St, London W1C 2PL, United Kingdom",W1C 2PL,21,3.9
349,Trafalgar Cafe London,"98 Trafalgar Rd, London SE10 9UW, United Kingdom",SE10 9UW,173,4.6
350,La Cafe Boulangerie,"258 New Cross Rd, London SE14 5PL, United Kingdom",SE14 5PL,198,4.4
351,Guillam Coffee House – Bayswater,"31 St Petersburgh Pl, London W2 4LA, United Kingdom",W2 4LA,551,4.8
352,Cafe House London,"19A Clapham High St, London SW4 7TS, United Kingdom",SW4 7TS,106,4.5
353,The Corner Café,"179- UK, 182 Hercules Rd, London SE1 7JY, United Kingdom",SE1 7JY,1084,4.6
354,Lovebrunch,"Bar & Grill, North Pole, Lovebrunch.co.uk, 131 Greenwich High Rd, London SE10 8JA, United Kingdom",SE10 8JA,69,4.4
355,The Olive Branch Cafe,"Millwall Dock Rd, London E14 8PX, United Kingdom",E14 8PX,134,3.8
356,Rose's Cafe,"159 Barking Rd, London E16 4HQ, United Kingdom",E16 4HQ,384,4.5
357,Med's Cafe,"37 Burdett Rd, Bow, London E3 4TN, United Kingdom",E3 4TN,683,4
358,Lena's Cafe’,"83 Praed St, Tyburnia, London W2 1NT, United Kingdom",W2 1NT,205,4.5
359,Souli,"17 George St, London W1U 3QN, United Kingdom",W1U 3QN,316,4.5
360,Carter's cafe,"12 Byward St, London EC3R 5AS, United Kingdom",EC3R 5AS,136,4.3
361,Brickwood Coffee & Bread,"21 Battersea Rise, London SW11 1HG, United Kingdom",SW11 1HG,192,4.2
362,Le Petit Café,"5A Stafford St, London W1S 4RR, United Kingdom",W1S 4RR,94,4.4
363,Mighty Bite Cafe,"123 Bow Rd, Bow, London E3 2AN, United Kingdom",E3 2AN,186,4.8
364,Royal Hill Cafe,"86 Royal Hill, London SE10 8RT, United Kingdom",SE10 8RT,54,4.7
365,Shepherdess Cafe,"221 City Rd, London EC1V 1JN, United Kingdom",EC1V 1JN,774,4.5
366,Franx,"192 Shaftesbury Ave, London WC2H 8JL, United Kingdom",WC2H 8JL,381,4.8
367,The Travel Cafe,"139 Westminster Bridge Rd, London SE1 7HR, United Kingdom",SE1 7HR,201,4.2
368,Café Deco,"62 Gloucester Rd, South Kensington, London SW7 4QT, United Kingdom",SW7 4QT,228,4.7
369,Fait Maison,"3 Stratford Rd, London W8 6RQ, United Kingdom",W8 6RQ,423,4.7
370,Zaza's Cafe,"117 New Rd, London E1 1HJ, United Kingdom",E1 1HJ,101,3.9
371,Nude Coffee Roasters,"25 Hanbury St, London E1 6QR, United Kingdom",E1 6QR,652,0
372,Latitude on the Go,"103 The Cut, London SE1 8NB, United Kingdom",SE1 8NB,26,4.1
373,Mona Lisa,"417 King's Rd, London SW10 0LR, United Kingdom",SW10 0LR,531,4.5
374,Heap's Sausage Café,"8 Nevada St, London SE10 9JL, United Kingdom",SE10 9JL,489,4.7
375,"Madeleine's Creperie OPEN TILL LATE (Restaurant, Ice Cream, Cafe)","1-3 Tranquil Vale, Blackheath, London SE3 0BU, United Kingdom",SE3 0BU,756,4.5
376,Mobile Coffee Shop Randevu,"Commercial Rd, London E14 7JD, United Kingdom",E14 7JD,8,4.6
377,640East,"Montgomery Square, Upper Bank St, London E14 5JJ, United Kingdom",E14 5JJ,607,3.7
378,Pavilion Columbia Road,"The Old Storehouse, 130 Columbia Rd, London E2 7RG, United Kingdom",E2 7RG,155,5
379,Chinwag cafe Newcross,"21 Lewisham Way, London SE14 6PP, United Kingdom",SE14 6PP,200,4.3
380,Cafe Rosh Ltd,"67 Watney St, London E1 2PW, United Kingdom",E1 2PW,343,4.3
381,Steve's Cafe,"71 Norwood Rd, London SE24 9AA, United Kingdom",SE24 9AA,339,4.3
382,Roll Baby,"10, SOUTH KENSINGTON STATION ARCADE, South Kensington, London SW7 2NA, United Kingdom",SW7 2NA,100,4.4
383,Gio's cafe,"19 Museum St, London WC1A 1JN, United Kingdom",WC1A 1JN,313,4.4
384,The Other Kitchen,"19 Harrington Gardens, South Kensington, London SW7 4JJ, United Kingdom",SW7 4JJ,45,4.7
385,Greggs,"Primark, 14-28 Oxford St, London W1D 1AU, United Kingdom",W1D 1AU,96,3.9
386,GAIL's Bakery Pimlico,"26 Churton St, Pimlico, London SW1V 2LP, United Kingdom",SW1V 2LP,809,4.4
387,Caffe Nuovo,"123 Station Rd, Sidcup DA15 7AJ, United Kingdom",DA15 7AJ,231,4.6
388,Sam's Cafe,"85 Acre Ln, Brixton Hill, London SW2 5TN, United Kingdom",SW2 5TN,245,4.5
389,Pumpkin Cafe,"Clapham Junction Approach, Station, 2LJ, London, United Kingdom",,18,4.7
390,Konditor,"8LP, 46 Grays Inn Rd, London WC1X 8LR, United Kingdom",WC1X 8LR,161,4.3
391,Starbucks Coffee,"Starbucks Euston Station The Mezzanine Floor, London NW1 2DU, United Kingdom",NW1 2DU,1260,3.9
392,Cosy Cafe,"5 Chadwin Rd, London E13 8ND, United Kingdom",E13 8ND,130,4.1
393,Bench Café,"The Goldsmiths’ Centre, 42 Britton St, London EC1M 5AD, United Kingdom",EC1M 5AD,275,4.5
394,Piptree,"40 Upper Richmond Rd, London SW15 2RX, United Kingdom",SW15 2RX,226,4.5
395,GAIL's Bakery Brunswick Centre,"48-50, Brunswick Centre, 23-39 Handel St, London WC1N 1AE, United Kingdom",WC1N 1AE,165,4
396,French Cafe Bistrot,"44 Forest Hill Rd, London SE22 0RR, United Kingdom",SE22 0RR,259,4.7
397,La costa cafe,"44 Craven Rd, London W2 3QA, United Kingdom",W2 3QA,690,4
398,TAB X TAB,"Westbourne House, 14-16 Westbourne Grove, London W2 5RH, United Kingdom",W2 5RH,1259,4.8
399,Roni's cafe,"39 Clerkenwell Rd, London EC1M 5RS, United Kingdom",EC1M 5RS,183,4.6
400,"Balans Soho, No.60","60-62 Old Compton St, London W1D 4UG, United Kingdom",W1D 4UG,3349,4.7
401,The Farmers Mistress,"300 Battersea Park Rd, London SW11 3BU, United Kingdom",SW11 3BU,968,4.7
402,tease,"19 Harrington Rd, South Kensington, London SW7 3ES, United Kingdom",SW7 3ES,154,4.3
403,Café Pedlar,"20 Lower Marsh, London SE1 7RJ, United Kingdom",SE1 7RJ,254,4.4
404,Cafe Diana,"5 Wellington Ter, London W2 4LW, United Kingdom",W2 4LW,1416,4.7
405,Sweetsmile Bakery & Patisserie (Brunch & Coffee),"31 Lavender Hill, London SW11 5QW, United Kingdom",SW11 5QW,280,4.9
406,Caffe Grana,"Unit 7, 8, 55 Broadway, London SW1H 0BB, United Kingdom",SW1H 0BB,133,4.4
407,I Due Amici Garden Cafe,"Triangle Estate, 310-312 Kennington Rd, London SE11 4LD, United Kingdom",SE11 4LD,295,4.5
408,Al's Cafe,"128 Bermondsey St, London SE1 3TX, United Kingdom",SE1 3TX,411,4.5
409,GAIL's Bakery South Kensington,"45 Thurloe St, South Kensington, London SW7 2LQ, United Kingdom",SW7 2LQ,395,4
410,GAIL's Bakery Notting Hill,"138 Portobello Rd, London W11 2DZ, United Kingdom",W11 2DZ,1585,4.6
411,Cafe Fresco,"11A Tothill St, London SW1H 9LJ, United Kingdom",SW1H 9LJ,235,4.9
412,Poplar Cafe.,"253 Poplar High St, London E14 0BE, United Kingdom",E14 0BE,765,4.6
413,Ole & Steen,"1 Bedford Ave, London WC1B 3AU, United Kingdom",WC1B 3AU,1046,4
414,Galão,"27 London Rd, London SE23 3TY, United Kingdom",SE23 3TY,139,4.2
415,GAIL's Bakery Spitalfields,"11 Lamb St, London E1 6EA, United Kingdom",E1 6EA,314,4.2
416,Pangea Cafe,"74 Commercial St, London E1 6LY, United Kingdom",E1 6LY,140,4.5
417,Popina Eatery,"83 Duke St, London W1K 5PF, United Kingdom",W1K 5PF,1890,4.4
418,MAKEMAKECOFFEE,"Lower Rd, London SE16 2UF, United Kingdom",SE16 2UF,118,4.5
419,Urban Meadow Cafe,"150 Bayswater Rd, London W2 4RT, United Kingdom",W2 4RT,1034,4.8
420,Workman Cafe,"14 - 16 Pilgrimage St, London SE1 4LL, United Kingdom",SE1 4LL,144,4.4
421,Royal Grill Cafe,"5 Old Dover Rd, Blackheath, London SE3 7BT, United Kingdom",SE3 7BT,227,4.6
422,Café Lécole,"Sidcup DA15 9DY, United Kingdom",,5,0
423,Cafe Rossi,"57 Borough High St, London SE1 1NE, United Kingdom",SE1 1NE,758,5
424,Sunflower Kitchen,"3 Pollen St, London W1S 1NA, United Kingdom",W1S 1NA,160,4.5
425,Speedy's Sandwich Bar & Cafe,"187 N Gower St, Euston Rd., London NW1 2NJ, United Kingdom",NW1 2NJ,1297,4.5
426,Bus Cafe,"Waterloo Bus Garage, 6 Cornwall Rd, London SE1 8TE, United Kingdom",SE1 8TE,86,4.7
427,EC1 Coffee House,"49 Clerkenwell Rd, London EC1M 4PN, United Kingdom",EC1M 4PN,162,4.6
428,GAIL's Bakery Southbank,"28 York Rd, London SE1 7ND, United Kingdom",SE1 7ND,1187,4.1
429,Söderberg Soho,"Söderberg, 36 Berwick St, London W1F 8RR, United Kingdom",W1F 8RR,682,4.6
430,Back On Track Coffee,"Back On Track Coffee, 3A Wimpole St, London W1G 9SF, United Kingdom",W1G 9SF,208,4.6
431,Frank's Coffee House,"Balfour House, 50-52 Great Titchfield St., London W1W 7QH, United Kingdom",W1W 7QH,205,4.3
432,Cafe Leads,"1A E Mount St, London E1 1BA, United Kingdom",E1 1BA,253,4.4
433,The Peppermint,"294 Elgin Ave., London W9 1JS, United Kingdom",W9 1JS,389,3.7
434,Maggies Cafe & Restaurant.,"320-322 Lewisham Rd, London SE13 7PA, United Kingdom",SE13 7PA,1055,4.4
435,Hot Pepper Cafe,"142 Drummond St, London NW1 2PA, United Kingdom",NW1 2PA,199,4.9
436,The Queen's Head,"71 Black Prince Rd, London SE11 6AB, United Kingdom",SE11 6AB,454,4.9
437,Cafe Delight,"138 North End Rd, London W14 9PP, United Kingdom",W14 9PP,306,4.5
438,Salt and Pepper,"5 Bloomsbury St, London WC1B 3QE, United Kingdom",WC1B 3QE,1136,4.6
439,Cafe Brera,"31 Westferry Circus, London E14 8RR, United Kingdom",E14 8RR,1233,4.4
440,Luna Latte,"29, London WC2E 8RH, United Kingdom",WC2E 8RH,0,4.7
441,Parcafé,"The Dorchester, 53 Park Ln, London W1K 1QA, United Kingdom",W1K 1QA,209,4.4
442,CLAP KA-FE,"12-14 Basil St, London SW3 1AJ, United Kingdom",SW3 1AJ,56,0
443,Cafe On The Hill,"91 Brixton Hill, London SW2 1AA, United Kingdom",SW2 1AA,344,4.8
444,Bay Leaf Cafe,"19 Tottenham St, London W1T 2AN, United Kingdom",W1T 2AN,220,4.5
445,Terry's Cafe | London,"158 Great Suffolk St, London SE1 1PE, United Kingdom",SE1 1PE,2410,4.4
446,Breadline Cafe,"4 Duncannon St, London WC2N 4JF, United Kingdom",WC2N 4JF,564,3.9
447,The Bankside Cafe.,"Unit 4, Benson House, Hatfields, London SE1 8DQ, United Kingdom",SE1 8DQ,539,4.2
448,Cafe Maya,"114 Farringdon Rd, London EC1R 3AP, United Kingdom",EC1R 3AP,863,4.9
449,Bow Brew Cafe,"83 St Paul's Way, London E3 4YH, United Kingdom",E3 4YH,162,5
450,EL&N London - Carnaby St,"EL&N, 35 Great Marlborough St, London W1F 7JF, United Kingdom",W1F 7JF,725,4.6
451,Clean Heart Coffee & Organics,"52 Commercial Rd, Aldgate, London E1 1LP, United Kingdom",E1 1LP,295,4.6
452,Jusu Brothers - Notting Hill,"147-149 Westbourne Grove, London W11 2RS, United Kingdom",W11 2RS,575,4.8
453,Cafe Ole,"155 Falcon Rd, London SW11 2PD, United Kingdom",SW11 2PD,439,4.4
454,Lite Bite Cafe Bar,"7 London St, Tyburnia, London W2 1HL, United Kingdom",W2 1HL,490,4.2
455,La Brioche,"40 Old Brompton Rd, South Kensington, London SW7 3DX, United Kingdom",SW7 3DX,534,4.5
456,Billingsgate Cafe,"Billingsgate Market, Trafalgar Wy., London E14 5ST, United Kingdom",E14 5ST,173,4.4
457,"Crêpes, Coffee & Chai","260 Tottenham Ct Rd, London W1T 7RF, United Kingdom",W1T 7RF,1654,4.6
458,Hally's London,"60 New Kings Rd, London SW6 4LS, United Kingdom",SW6 4LS,514,4.6
459,Elms Coffee Shop,"232 York Rd, London SW11 3SJ, United Kingdom",SW11 3SJ,132,4.6
460,Petit Dejeuner,"10 Lower John St, London W1F 9EA, United Kingdom",W1F 9EA,198,4.7
461,Little Venice Cafe,"7-8 Little Turnstile, London WC1V 7DX, United Kingdom",WC1V 7DX,166,4
462,The Golden Cafe,"THE GOLDEN CAFE, 66 Greenwich High Rd, London SE10 8LF, United Kingdom",SE10 8LF,175,4.4
463,Dolci earl’s court,"176 Earls Ct Rd, London SW5 9QQ, United Kingdom",SW5 9QQ,475,4.3
464,Leaf and Latte,"1, Crays Parade, Main Rd, Orpington BR5 3HG, United Kingdom",BR5 3HG,52,4.7
465,Grace's,"242 High St, New Beckenham, London BR3 1EN, United Kingdom",BR3 1EN,51,3.9
466,Lady Deni Brunch,"177 Trafalgar Rd, London SE10 9TX, United Kingdom",SE10 9TX,93,4.6
467,Copper Coffee,"45 Aldgate High St, London EC3N 1AL, United Kingdom",EC3N 1AL,307,4.5
468,EL&N London,"239 Brompton Rd, London SW3 2EP, United Kingdom",SW3 2EP,3659,4
469,The Watchhouse Café,"69 Saint Marychurch St, London SE16 4HZ, United Kingdom",SE16 4HZ,274,4.1
470,Claudia's,"16 Kingsland Rd, London E2 8DA, United Kingdom",E2 8DA,328,0
471,Chestnut Cafe,"13 Lewisham Rd, London SE13 7QS, United Kingdom",SE13 7QS,40,4.6
472,Mouse Tail Coffee,"12 Mount Pleasant, London WC1X 0BU, United Kingdom",WC1X 0BU,155,4.2
473,LALÏ,"33A Bruton Pl, London W1J 6NP, United Kingdom",W1J 6NP,739,4.7
474,PARISSI,"76 Atlantic Rd, London SW9 8PX, United Kingdom",SW9 8PX,413,4.7
475,Nola Coffee,"224 Rye Ln, London SE15 4NL, United Kingdom",SE15 4NL,609,4.9
476,Cafe Tamra,"63 Northcote Rd, London SW11 1NP, United Kingdom",SW11 1NP,447,4.7
477,Franze & Evans - Shoreditch,"101 Redchurch St, London E2 7DL, United Kingdom",E2 7DL,557,4.2
478,The Common E2,"53 Old Bethnal Green Rd, Bethnal Green, London E2 6QA, United Kingdom",E2 6QA,589,4.5
479,Caffe In,"3 Shepherd St, London W1J 7HL, United Kingdom",W1J 7HL,628,4.6
480,Café Volonté & Energy studio - Chelsea,"299 Brompton Rd, London SW3 2DY, United Kingdom",SW3 2DY,70,3.9
481,Cafe Rio,"66 Grafton Way, London W1T 5DR, United Kingdom",W1T 5DR,643,4.4
482,Love In A Cup Espresso Bar,"15 Osborn St, London E1 6TD, United Kingdom",E1 6TD,21,5
483,PASHA COFFEE SHOP ALVERTINA,"158 Camberwell Rd, London SE5 0EE, United Kingdom",SE5 0EE,0,4.6
484,DDK Kitchen,"39 Warwick Wy, Pimlico, London SW1V 1QS, United Kingdom",SW1V 1QS,426,4.7
485,Pimlico Fresh,"86-87 Wilton Rd, Pimlico, London SW1V 1DN, United Kingdom",SW1V 1DN,1557,4.6
